School,ChapterName,PlaceName,ContactURL,FacebookWebsite,Longitude,Latitude,LogoHold,preview,blurbs,LogoHold,PhotoHold,Photo,sequence,photoPreview,CountryForSort,RegionForSort
Kwame Nkrumah University ,YouthMappers at Nkrumah University ,"Kabwe, ZAMBIA",mailto:simontembo@gmail.com,,28.46722,-14.445288,,,,,,,,,ZAM,6-Other Africa
University of Zimbabwe,UZMappers,"Harare, ZIMBABWE",mailto:uzmappersteam@gmail.com,https://www.facebook.com/Uzmappersteam-Zimbabwe-246038666256392/,31.054658,-17.784743,,,UzMappersTeam Zimbabwe is a team of Volunteers using OpenStreetMap for Open Data Mapping and Humanitarian Disaster response mapping .The team empowers its members with open source geospatial technology skills.,,,,,,ZBW,6-Other Africa
Chinhoyi Univresity of Technology,Geospatial Society,"Chinhoyi, ZIMBABWE",mailto:tmanyuchi@cut.ac.zw,,30.2058311,-17.3532941,,,"The Geospatial Society is an up coming vibrant group of geoinformatics students keen to apply the skills they are learning in solving real-world problems. The group is made up undergraduate students with different skills from data collection, processing, imagery interpretation and cartography",,,,,,ZBW,6-Other Africa
St. Mawaggali Trades Training Institute,MawaggaliMappers,"Choma, ZAMBIA",mailto:mawaggalimappers@gmail.com,,26.967102,-16.814912,,,"We are the youthappers chapter at St. Mawaggali trades in choma who are want to contribute the different humantarian tasks to serve lives through mapping.
",,https://www.dropbox.com/s/vcioebhegzdxxbw/St.MawaggaliTradesTrainingInstitute.png?dl=0,https://dl.dropbox.com/s/vcioebhegzdxxbw/St.MawaggaliTradesTrainingInstitute.png?dl=0,,,ZMB,6-Other Africa
Heidelberg University,disastermappers heidelberg,"Heidelberg, GERMANY",mailto:disastermappers@posteo.de,https://disastermappers.wordpress.com/,8.670387,49.419073,,,"Disastermappers Heidelberg was founded in 2014 as a student initiative to build a platform for exchange between students, researchers and humanitarian actors. Disastermappers are a member of Missing Maps and are organizing mapathons, workshops and webinars in Heidelberg and beyond and support HOT and Missing Maps through research and applications.",,,,,,GER,7-Europe
Politecnico di Milano,PoliMappers,"Milan, ITALY",mailto:polimappers@gmail.com?subject=YouthMappers%20at%20Politecnico%20di%20Milano,https://polimappers.github.io/,9.228515625,45.46013064,https://dl.dropbox.com/s/vwtunfvsq4wzulq/logo_polimi_02.jpg?dl=0,,PoliMappers is a volunteer students’ association based at Politecnico di Milano. The mission of the group is to train and motivate the next generation of volunteer mappers and to do mapping using free and open source software within the university as well as primary and secondary schools.,https://www.dropbox.com/s/vwtunfvsq4wzulq/logo_polimi_02.jpg?dl=0,https://www.dropbox.com/s/m5fim44tpur1v3w/PoliMappers_new-resized.jpg?dl=0,https://dl.dropbox.com/s/m5fim44tpur1v3w/PoliMappers_new-resized.jpg?dl=0,33,,ITA,7-Europe
Yarmouk University,YouthMappers at YU,"Irbid, JORDAN",mailto:rnjawarneh@yu.edu.jo,,35.858114,32.536662,,,"YouthMappers chapter at YU is the first mapping group in the Middle East and North Africa region where refugees, drought, and poverty are rising crises and in urgent need for humanitarian mapping  activities to mitigate the consequences of such crises. YU Mappers are encouraged to use open data to address challenges in MENA region to bring relief and development to target areas within the region.   ",,https://www.dropbox.com/s/97wqxcqtkxo5nf1/Group_photo_Yarmouk.png?dl=0,https://dl.dropbox.com/s/97wqxcqtkxo5nf1/Group_photo_Yarmouk.png?dl=0,,,JOR,7-Europe
Université Mohammed V Rabat,Brahmapoutre at Rabat,"Rabat, MOROCCO",mailto:khmichasma@gmail.com,,-6.843953,33.99877,,,This chapter sees participation in the YouthMappers program as an oppourtunity to share our knowlege create new working relationships with other chapters in different countries,,,,,,MOR,7-Europe
University of Twente,Student Association Board,"Enschede, THE NETHERLANDS",mailto:sab-itc@utwente.nl,www.itc-sab.utwente.nl,6.849988,52.239876,,,,,,,,,NED,7-Europe
University of Prešov,UNIPO Mappers,"Prešov, SLOVAKIA",mailto:unipo.mappers@gmail.com,,21.241966,48.999981,,,We are young students of geography and geoinformatics. We love creating maps and doing something for greater good.,,,,,,SLO,7-Europe
Universidad Politécnica de Madrid,Mapeo Humanitario,"Madrid, SPAIN",mailto:lab.topografia@gmail.com,https://blogs.upm.es/mapeo-humanitario/,-3.717303,40.448012,,,"Geo-volunteering group formed at Moncloa Campus on November 2017. Around 20 members from three Universities (Complutense, CEU and UPM). Undergraduate students, MSc and PhD students collaborate together with organizations (MSF, Acción contra el Hambre,...) supported by trainers from Geoinquietos. Official recognition by UPM as Educative Innovation Project (Code  IE1718.0411)",,,,,,SPN,7-Europe
Universidad Autonoma de Madrid,YouthMappers at UAM,"Madrid, SPAIN",mailto:youthmappersatuam@gmail.com,,-3.694373,40.546657,,,,,,,,,SPN,7-Europe
Universidade de Santiago de Compostela,YouthMappers at USC,"Santiago de Compostela, SPAIN",mailto:youthmappersusc@gmail.com,,-8.544962,42.888596,,,We are a group of Galician geographers in a polarized world cultivating empathy through cartography.,,,,,,SPN,7-Europe
Istanbul Technical University,YouthMappers ITU,"Istanbul, TURKEY",mailto:youthmappersitu@gmail.com,https://www.facebook.com/YouthMappers-ITU-226489641442744/?modal=admin_todo_tour,29.024653,41.10561,,,YouthMappers ITU is an interdisciplinary and collaborative student community to promote humanitarian mapping for vulnerable settlements and aims to develop and share strategic and innovative spatial information for the future cities by using geographical information systems and open data. ,,https://www.dropbox.com/s/028jm6y0p0u3szr/IstanbulTechnicalUniversity.png?dl=0,https://dl.dropbox.com/s/028jm6y0p0u3szr/IstanbulTechnicalUniversity.png?dl=0,,,TUR,7-Europe
University of Warwick,University of Warwick Resilience Mapping Society,"Coventry, UNITED KINGDOM",mailto:p.ulbrich@warwick.ac.uk,,-1.561191,52.379338,,,We are a group of enthusiastic mappers based at Warwick University. Our aim is to get people excited about humanitarian mapping and help them understand the impact this activity has on the field. We are closely aligned with Missing Maps and Doctors Without Borders UK and focus on HOT tasks in our mapping activities and workshops. Our mapathons are listed on the Missing Maps page whenever they are scheduled.,,,,,,UK,7-Europe
University of Exeter,University of Exeter British Red Cross Missing Maps,"Exeter, UNITED KINGDOM",mailto:uniofexemissingmaps@gmail.com,https://www.facebook.com/EUMissingMaps/,-3.535148,50.736906,,,"We are a team of enthusiastic Geographers with comprehensive knowledge of GIS. We are passionate about supporting the British Red Cross Society with various humanitarian aid efforts. We are also important teachers of the significance of mapping remotely sensed data and how this helps on the ground. Our mapathons have themed academic focuses that highlight the different GIS research in our geography department, while also functioning as employability awareness events which we use to invite speakers in to talk about their GIS/British Red Cross careers.",,,,,,UK,7-Europe
Queen Mary University of London,Queen Mary YouthMappers,"London, ENGLAND",mailto:youthmappers@qmul.ac.uk,https://www.facebook.com/groups/qmulgeographysociety/,-0.040493,51.524094,,,This chapter will be part of the activities of the Queen Mary Geography Society. ,,https://www.dropbox.com/s/erhl0m2u688teph/QMYM%20group%20photo.png?dl=0,https://dl.dropbox.com/s/erhl0m2u688teph/QMYM%20group%20photo.png?dl=0,,,UK,7-Europe
Bangladesh University of Professionals,BUP Youth Mappers,"Dhaka, BANGLADESH",mailto:bupyouthmappers@gmail.com,facebook.com/YMBUP,90.357583,23.839636,,,"BUPYouth Mappers is a student organization with upholding the motto ""LET'S DO MAP"" at Bangladesh University of Professionals that welcomes all students who are interested in mapping. The objective of the BUP Youth Mappers is to promote interest in mapping.",,,,,,BAN,8-Asia
University of Chittagong,Chittagong University Scientific Society (CUSS),"Chittagong, BANGLADESH",mailto:cuyouthmappers@gmail.com,https://www.facebook.com/Chittagong-University-Scientific-Society-370012643476113/,91.787733,22.471552,,,,,,,,,BAN,8-Asia
North South University ,NSU YouthMappers,"Dhaka, BANGLADESH",mailto:farhan.shahrukh@gmail.com,,90.425517,23.81526,,,"We have keen interest to work on the field of mapping and different aspects of GIS, that’s why we choose to work with youthmappers community. We have keen interest to work with different international voluntary organizations as well. Our research interests cover pollution control, sustainable resource management, land use, climate change, environmental economics and policy, urban environmental management, environmental health, environmental toxicology, economic valuation, environmental impact assessment, GIS, geology, hydrology, water resource management, waste management, renewable energy, etc.",,,,,,BAN,8-Asia
World University of Bangladesh,YouthMappers at World University of Bangladesh,"Dhaka, BANGLADESH",mailto:endshuvo@gmail.com,,90.383843,23.742266,,,"YouthMappers at World University of Bangladesh has been formed with a view to assisting people during humanitarian crisis. The students, likewise other mappers of the world, are promised to assist people in using the map for educational, navigational and other humanitarian purposes.",,,,,,BAN,8-Asia
Asian University for Women,YouthMappers at AUW,"Chittagong, BANGLADESH",mailto:harunur.rashid@auw.edu.bd?subject=YouthMappers%20at%20AUW,http://www.auw.edu.bd/,91.84570313,22.35007581,https://dl.dropbox.com/s/hdd7j5z2y9dqsrh/Asian_Uni_Women.jpg?dl=0,,"The Asian University for Women seeks to graduate women who will be skilled and innovative professionals, service-oriented leaders in the businesses and communities in which they will work and live, and promoters of intercultural understanding and sustainable human and economic development in Asia and throughout the world.",https://www.dropbox.com/s/hdd7j5z2y9dqsrh/Asian_Uni_Women.jpg?dl=0,https://www.dropbox.com/s/6w5tefe8c9geyqu/AUW_Bangladesh.png?dl=0,https://dl.dropbox.com/s/6w5tefe8c9geyqu/AUW_Bangladesh.png?dl=0,32,,BGD,8-Asia
Dhaka University,Openstreetmap YouthMappers,"Dhaka, BANGLADESH",mailto:hoque.ahasan@gmail.com?subject=OpenStreetMap%20Youth%20Mappers%20Chapter%20at%20Dhaka%20University,https://www.facebook.com/groups/osmDU/1773150346233538/?notif_t=group_activity&notif_id=1472953820177890,90.3515625,23.72501174,https://dl.dropbox.com/s/o6dca5bmeqmsxs3/dhaka%20U.jpg?dl=0,,It's a great privilege for the students of University of Dhaka to map for humanitarian purposes. Our chapter gives the opportunity to the students for helping people and use mapping for humanitarian purposes.,https://www.dropbox.com/s/o6dca5bmeqmsxs3/dhaka%20U.jpg?dl=0,https://www.dropbox.com/s/u0g6ueij7nh99dp/Dhaka%20University%20-%20Bangladesh.png?dl=0,https://dl.dropbox.com/s/u0g6ueij7nh99dp/Dhaka%20University%20-%20Bangladesh.png?dl=0,12,,BGD,8-Asia
Dhaka College,YouthMappers Daka College,"Dhaka, BANGLADESH",mailto:youthmappersdc@gmail.com?subject=YouthMappers%20Dhaka%20College,https://www.facebook.com/groups/321220498214124/,90.3515625,23.72501174,https://dl.dropbox.com/s/7cofy64it83m819/dhaka-college.jpg?dl=0,,"YouthMappers DhakaCollege is an approach by students to help mapping vulnerable areas of the world as a part of Humanitarian Action. YouthMappers  gives the opportunity to the students for helping people and using mapping for humanitarian purposes. This open geographic data can be used for educational, navigational and other humanitarian purposes. Happy mapping.",https://www.dropbox.com/s/7cofy64it83m819/dhaka-college.jpg?dl=0,https://www.dropbox.com/s/95olqm4cn171sv0/Dhaka%20College.png?dl=0,https://dl.dropbox.com/s/95olqm4cn171sv0/Dhaka%20College.png?dl=0,26,,BGD,8-Asia
Jahangirnagar University,"YouthMappers at IRS, Jahangirnagar University ","Dhaka, BANGLADESH",mailto:s.t.islam@juniv.edu,,90.267528,23.882315,https://dl.dropbox.com/s/bk4lcacs9a3mjyd/Logo_JahangirnagarUniversity.jpg?dl=0,,,,https://www.dropbox.com/s/7h80ioby2js44ks/JahangirnagarUnivGroup-resize2.jpg?dl=0,https://dl.dropbox.com/s/7h80ioby2js44ks/JahangirnagarUnivGroup-resize2.jpg?dl=0,,,BGD,8-Asia
Eastern University,YouthMappers at Eastern University,"Dhaka, BANGLADESH",mailto:infolimon@gmail.com,,90.380625,23.742455,https://dl.dropbox.com/s/4mr7bl0rm0phzqk/YMEasternUniv_Logo.jpg?dl=0,,"YouthMappers at Eastern University, Bangladesh has been formed with a view to assisting people during humanitarian crisis. The students, likewise other mappers of the world, are promised to assist people in using the map for educational, navigational and other humanitarian purposes.",https://www.dropbox.com/s/4mr7bl0rm0phzqk/YMEasternUniv_Logo.jpg?dl=0,,,,,BGD,8-Asia
Khulna University,Openstreetmap,"Khulna, BANGLADESH",mailto:hoque.ahasan@gmail.com?subject=OpenStreetMap%20Youth%20Mappers%20Chapter%20at%20Khulna%20University,https://www.facebook.com/groups/osmku/,89.56054688,22.83694592,https://dl.dropbox.com/s/z45j9iltgn0dzqi/khulna%20university.jpg?dl=0,,"KU students and faculty from multiple disciplines are experienced at creating open data for OSM to address local challenges of development, including food security and other topics. ",https://www.dropbox.com/s/z45j9iltgn0dzqi/khulna%20university.jpg?dl=0,https://www.dropbox.com/s/qoecrbpr50ge4wc/Khulna%20University%20-%20Bangladesh.png?dl=0,https://dl.dropbox.com/s/qoecrbpr50ge4wc/Khulna%20University%20-%20Bangladesh.png?dl=0,11,,BGD,8-Asia
Rajshahi University of Engineering & Technology,YouthMappers at RUET,"Rajshahi, BANGLADESH",mailto:ruetmappers@gmail.com,,88.628388,24.363832,,,"The ""YouthMappers at RUET"" is a humanitarian mapping group of students of Rajshahi University of Engineering & Technology (RUET) to share, develop and practice the knowledge of GIS.  This group encourages using open source geospatial data and platform to make solution to reach the most vulnerable group of the world. ",,https://www.dropbox.com/s/roymwwmt17bn79h/RUETGroupPhoto-resize2.jpg?dl=0,https://dl.dropbox.com/s/roymwwmt17bn79h/RUETGroupPhoto-resize2.jpg?dl=0,,,BGD,8-Asia
Shahjalal University of Science and Technology,YouthMappers at SUST,"Sylhet, BANGLADESH",mailto:youthmappers.sust4@gmail.com,,91.831988,24.917437,https://dl.dropbox.com/s/aipnbj95u0h312t/Shahjalal.png?dl=0,,"We, YouthMappers at SUST, build up the network of mappers by encouraging the youth communities working for mapping.",https://www.dropbox.com/s/aipnbj95u0h312t/Shahjalal.png?dl=0,https://www.dropbox.com/s/imk1r6f4vmfkk74/Shahjalal%28resize%29.jpg?dl=0,https://dl.dropbox.com/s/imk1r6f4vmfkk74/Shahjalal%28resize%29.jpg?dl=0,,,BGD,8-Asia
Netrakona Govternment College,YouthMappers NGC,"Netrakona, BANGLADESH",mailto:tanniakter18@yahoo.com,,90.716532,24.8798614,,,,,,,,,BGD,8-Asia
Government Hazi Abdul Aziz Khan Degree College,YouthMappers GHAAKDC,"Netrakona, BANGLADESH",mailto:youthpapersghaakdc@gmail.com,,90.9586211,24.7145927,,,,,,,,,BGD,8-Asia
Daffodil International University,YouthMappers at Daffodil International University,"Dhaka, BANGLADESH",mailto:asif10-1491@diu.edu.bd,https://www.facebook.com/groups/362329534438949/,90.3741778,23.7549184,,,,,,,,,BGD,8-Asia
ASA University Bangladesh,YouthMappers ASAUB,"Dhaka, BANGLADESH",mailto:sajjadsapan@gmail.com,,90.36403,23.7729044,,,,,,,,,BGD,8-Asia
State University of Bangladesh,State University of Bangladesh Youthmappers chapter,"Dhaka, BANGLADESH",mailto:stateunibdyouthmappers@gmail.com,https://www.facebook.com/groups/368211447462611/,90.3649355,23.7502488,,,Youthmappers at State University of Bangladesh is a huge opportunity or set of circumstances that make things to do for the students to mapping as a human being what does make sense in a sense of humanity broadly . Through this organization students can get the scope to help people or the world by their efficiency in mapping . Our aim is to assemble the group of experienced mappers who can eagerly contribute to the world map and make things easier for the people.,,,,,,BGD,8-Asia
Sherubtse College,Geographical Society,"Kanglung, BHUTAN",mailto:gsscbhutan@gmail.com?subject=About%20the%20Royal%20University%20of%20Bhutan%20Geographical%20Society%20and%20Youth%20Mappers,,91.523694,27.286714,https://dl.dropbox.com/s/urma45rp54o25pk/royal-bhutan-RUB.jpg?dl=0,,"The Geographical Society, in the Department of Geography & Planning, Sherubtse College, Royal University of Bhutan, with support from the Center for Climate Change and Spatial Information, has made several efforts to create awareness and address important issues at the local and national level. We now join hands with the international student-centered YouthMappers network on ""Mapping for Resilience"" and contributing to a global 'Happiness'!",https://www.dropbox.com/s/urma45rp54o25pk/royal-bhutan-RUB.jpg?dl=0,https://www.dropbox.com/s/dbf9plpt3bh8zhg/royal-bhutan-6dd283_7cc70cf3fa054b6f8b7ee7baa0ec372a.png?dl=0,https://dl.dropbox.com/s/dbf9plpt3bh8zhg/royal-bhutan-6dd283_7cc70cf3fa054b6f8b7ee7baa0ec372a.png?dl=0,14.6,,BTN,8-Asia
Gujarat University,CCIM at Ahmedabad,"Ahmedabad, INDIA",mailto:Coolmulls@gmail.com,,72.50976563,22.99885159,https://dl.dropbox.com/s/esls02mtki8yfzu/Gujarat-University-GU-Logo.jpg?dl=0,,,https://www.dropbox.com/s/esls02mtki8yfzu/Gujarat-University-GU-Logo.jpg?dl=0,,https://dl.dropbox.com/s/vxmhr4q51ek8m5s/Gujarat.jpg?dl=0,40,,IND,8-Asia
Universitas Negeri Makassar,Kontur Geografi ,"Makassar, INDONESIA",mailto:konturgeografi@gmail.com,https://tentangkontur.blogspot.co.id,119.429201,-5.186146,,,,,https://www.dropbox.com/s/11zxc2wpikaoyk0/Universitas%20Negeri%20Makassar.png?dl=0,https://dl.dropbox.com/s/11zxc2wpikaoyk0/Universitas%20Negeri%20Makassar.png?dl=0,,,IND,8-Asia
University Muhammadiyah Surakarta,SpaceTime,"Surakarta, INDONESIA",mailto:spacetime1717@gmail.com,,110.768986,-7.557613,,,"SpaceTime is a community mapping in the Faculty of Geography of Muhammadiyah University of Surakarta. SpaceTime was founded by Bruce Maldy Pratama, Mukhlis Akbar and Irfandi Fauzi. They are active students in the Faculty of Geography University Muhammadiyah Surakarta. ",,https://www.dropbox.com/s/mjmn5d0e22pbr8y/SpaceTime.png?dl=0,https://dl.dropbox.com/s/mjmn5d0e22pbr8y/SpaceTime.png?dl=0,,,IND,8-Asia
Universitas Negeri Semarang,YouthMappers Chapter UNNES,"Semarang, INDONESIA",mailto:youthmappers.unnes@gmail.com,,110.391728,-7.0473279,,,,,,,,,IND,8-Asia
Okayama University of Science,Okayama University of Science YouthMappers Chapter,"Okayama, JAPAN",mailto:okayama.uniscienceyouthmappers@gmail.com,,133.9255106,34.6949186,,,,,,,,,JPN,8-Asia
Keio University Shonan Fujisawa Campus,Keio University YouthMappers Chapter,"Fujisawa, JAPAN",mailto:keiouniversityyouthmappers@gmail.com,,139.4254098,35.3881712,,,"Youthmappers at Keio University presents a huge opportunity for interested students to learn mapping as a part of Humanitarian practices. Through this organization, students get a chance to contribute to global society by their mapping skills. Our aim is to build a group of experienced mappers who can contribute to the world map.",,,,,,JPN,8-Asia
Aoyama Gakuin University,YouthMappers AGU,"Sagamihara, JAPAN",mailto:youthmappers4agu@gmail.com,https://www.facebook.com/youthmappers4agu,139.402728,35.56635,,,,,https://www.dropbox.com/s/ryx3y4xgd61c1hm/YouthMappersAGU_groupphoto2019a_w800.jpg?dl=0,https://dl.dropbox.com/s/ryx3y4xgd61c1hm/YouthMappersAGU_groupphoto2019a_w800.jpg?dl=0,,,JPN,8-Asia
"Tribhuvan University - Paklihawa Campus, Institute of Agriculture and Animal Science",Agrimappers Paklihawa,"Bhairahawa, NEPAL",mailto:agrimapperspaklihawa@gmail.com,,83.446675,27.481094,,,We are the self-motivated youth of the undergraduate agriculture degree program.,,,,,,NEP,8-Asia
Kathmandu University,"Geomatics Engineering Society,GES","Dhulikhel, NEPAL",mailto:ges@ku.edu.np,ku.edu.np/ges,85.538731,27.620363,,,"Geomatics Engineering Society (GES) established in 2008 A.D is a departmental club under Department of Civil and Geomatics Engineering (DCGE) at Kathmandu University. GES acts as a platform to develop the skills of students apart from their educational activities by focusing on activities like technical trainings, seminars, talk programs and interaction with experts from related field, sports activities etc.",,https://www.dropbox.com/s/291930iqr4qe784/KathmanduUniv.png?dl=0,https://dl.dropbox.com/s/291930iqr4qe784/KathmanduUniv.png?dl=0,,,NPL,8-Asia
Institute of Crisis Management Studies,Institute of Crisis Management Studies YouthMappers ,"Kathmandu, NEPAL",mailto:deepakadhikari@tuicms.edu.np,,85.341732,27.727704,https://dl.dropbox.com/s/5fj3l40j1datsr0/ICMS%20Nepal.jpg?dl=0,, To develop Crisis Mappers to assist during disaster situations.,https://www.dropbox.com/s/5fj3l40j1datsr0/ICMS%20Nepal.jpg?dl=0,https://www.dropbox.com/s/vnmzc3orbbntwts/ICMS%20Nepal.png?dl=0,https://dl.dropbox.com/s/vnmzc3orbbntwts/ICMS%20Nepal.png?dl=0,57,,NPL,8-Asia
Tribhuvan University - Pashchimanchal Campus,Geomatics Engineering Students Association,"Pokhara, NEPAL",mailto:gesan.nepal@gmail.com?subject=About%20GESAN%20and%20the%20Youth%20Mappers%20webpage,http://gesanwrc.wordpress.com/,83.976453,28.253913,https://dl.dropbox.com/s/62yopsqo1x2d8qv/TU%20Logo.jpg?dl=0,,"This organization is the student forum of Geomatics Engineering students of Tribhuvan University , Institute of Engineering on the Pashchimanchal campus. Established since the beginning of the degree program, students have been active in mapping and leadership and are thrilled to be a part of the YouthMappers network.",https://www.dropbox.com/s/62yopsqo1x2d8qv/TU%20Logo.jpg?dl=0,https://www.dropbox.com/s/h10e61i6r1lv2uu/Tribhuvan%20University.png?dl=0,https://dl.dropbox.com/s/h10e61i6r1lv2uu/Tribhuvan%20University.png?dl=0,14.7,,NPL,8-Asia
Agriculture and Forestry University,YouthMappers Puranchaur,"Pokhara, NEPAL",mailto:youthmapperspuranchaur2072@gmail.com,,84.3473966,27.6581687,,,,,,,,,NPL,8-Asia
Tribhuvan University - Lamjung Campus ,Agri-Mappers Lamjung Chapter,"Sundarbazar, NEPAL",mailto:agrimappers@gmail.com,https://www.facebook.com/Agri-Mappers-Lamjung-Chapter-117043813409495/about/?ref=page_internal,84.416678,28.127025,,,"Agri-Mappers Lamjung Chapter is a network of students under Youth Mappers currently pursuing bachelor's degree in Agriculture Science. Foreseeing the advantages of mapping and GIS in modern agriculture and community we, a motivated group of youths are dedicated to serve the community and agriculture through open source mapping technology.",,,,,,NPL,8-Asia
Far Eastern University -Institute of Technology,Junior Philippines Computer Society,"Manila, PHILIPPINES",mailto:jpcsfeutech@outlook.com?subject=YouthMappers%20and%20Junior%20Philippines%20Computer%20Society,,121.0253906,14.60484716,https://dl.dropbox.com/s/lgivjiig4q4sefb/FarEastUniversity_logo.png?dl=0,,FEU has been recognized as one of the leading universities in the Philippines. Its mission centers on producing graduates who have contributed to the advancement of the country. The university continuously challenges itself to raise the bar of excellence to achieve a top-tier status not only in the Philippines but also in the South East Asian region,https://www.dropbox.com/s/lgivjiig4q4sefb/FarEastUniversity_logo.png?dl=0,https://www.dropbox.com/s/dyq9jh8qcx12v6c/Far%20East%20University%20-%20Philpns.png?dl=0,https://dl.dropbox.com/s/dyq9jh8qcx12v6c/Far%20East%20University%20-%20Philpns.png?dl=0,37,,PHL,8-Asia
University of the Philippines Resilience Institute,YouthMappers UP Resilience Institute,"Metro Manila, PHILIPPINES",mailto:llnguyen@up.edu.ph,https://www.facebook.com/UP-Resillience-Institute-Youth-Mappers-123477508533225 ,121.065105,14.655065,,,"The UP Resilience Institute was established in 2016 with a mission statement to empower local communities through multidisciplinary research and actions toward resilience. Through UP NOAH Center, and the help of different organizations, we have provided building exposure maps for 17 provinces out of the 82 and uploaded more than 4 million footprints to Open Street Maps.",,,,,,PHL,8-Asia
FEU Alabang,FEU Alabang ACM Student Chapter,"Muntinlupa City, PHILIPPINES",mailto:201811748@feualabang.edu.ph,,121.038734,14.410497,,,"Association for Computing Machinery (ACM) - FEU Alabang Student Chapter is an organization which seeks to help the youth professionals of FEU Alabang community to be better, more knowledgeable and view computing in another perspective. The organization seeks to connect FEU Alabang community to other professional and youth communities around the globe.",,https://www.dropbox.com/s/4zri7cd9erzdme9/ACM_FEUalabang.jpg?dl=0,https://dl.dropbox.com/s/4zri7cd9erzdme9/ACM_FEUalabang.jpg?dl=0,,,PHL,8-Asia
"National University, Manila",Junior Philippine Computer Society National University Chapter,"Manila, PHILIPPINES",mailto:delantarjs@students.national-u.edu.ph,https://web.facebook.com/NU.JPCS/,120.9946,14.6043,,,"The Junior Philippine Computer Society (JPCS) is an organization of students in the field of information and communications technology.  The JPCS aims to provide its members with experiences that complement the knowledge members acquire in their respective schools, thus better preparing each student for his future role as a world class ICT professional.",,,,,,PHL,8-Asia
